compound,aurl,log(kappa),spacegroup_relax,agl_debye,agl_gruneisen,agl_heat_capacity_Cp_300K,agl_heat_capacity_Cv_300K,agl_thermal_expansion_300K,agl_vibrational_entropy_300K_atom,agl_vibrational_free_energy_300K_atom,agl_bulk_modulus_static_300K,agl_bulk_modulus_isothermal_300K
Cd6Ho2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Cd3Ho1_ICSD_58990,0.107932062,63,197.01,2.31144,24.8987,23.5292,8.16E-05,0.466444,-60.8423,50.9737,48.1701
Zr2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Zr1_ICSD_164572,1.167326198,194,273.949,1.56414,5.83859,5.76004,2.88E-05,0.375081,-31.8067,92.7735,91.5254
C6Si6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Si1_ICSD_15325,1.53811985,186,1109.75,1.85189,19.8565,19.6459,1.94E-05,0.0772364,100.993,203.478,201.321
Na1O3W1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Na1O3W1_ICSD_28343,1.136108319,221,531.866,2.10753,13.1599,12.9004,3.17E-05,0.216895,24.1442,196.903,193.02
C2Cu1Rb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/C2Cu1Rb1_ICSD_391118,0.681516203,123,319.094,1.87179,11.7725,11.3713,6.20E-05,0.340621,-20.4624,48.2716,46.6265
Co4Sb12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Co1Sb3_ICSD_164980,0.415702684,204,309.955,2.32667,47.335,45.6243,5.31E-05,0.347879,-22.8764,75.603,72.8706
La1Te1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/La1Te1_ICSD_183953,0.870096513,221,228.063,2.06564,6.0209,5.83646,5.05E-05,0.424189,-47.5598,54.1676,52.5083
Li2Pd1Sb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Li2Pd1Sb1_ICSD_44816,0.235695063,216,242.832,2.25037,12.4471,11.6442,9.97E-05,0.413389,-44.1288,59.0507,55.2415
Ge4Rh8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ge1Rh2_ICSD_637674,0.458547204,62,353.992,2.53991,34.6424,33.6737,3.72E-05,0.313964,-11.461,191.497,186.142
Ge4Pt4Y4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ge1Pt1Y1_ICSD_637661,0.471898712,62,289.015,2.22671,35.3414,34.4302,3.92E-05,0.364039,-28.2023,117.819,114.782
Ru4Si4Ti4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ru1Si1Ti1_ICSD_57484,0.943362922,62,508.049,2.04501,31.8679,31.3612,2.62E-05,0.227169,20.0716,190.732,187.699
F14Sr4Zn3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/F14Sr4Zn3_ICSD_72991,0.142664724,157,372.737,2.14163,61.7361,58.5906,8.24E-05,0.303847,-7.98062,75.0339,71.2109
B2Ge6Ta10,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1Ge3Ta5_ICSD_614404,0.796021748,193,378.054,2.00577,50.7565,49.9966,2.51E-05,0.29656,-5.4492,196.706,193.761
Te2V2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Te1V1_ICSD_52509,0.596694938,194,261.031,2.15901,12.1082,11.5813,6.79E-05,0.392528,-37.4511,54.3774,52.011
Al1Ba1Si1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al1Ba1Si1_ICSD_162866,0.902509817,187,336.952,2.12484,8.84819,8.4777,6.69E-05,0.327619,-16.1001,46.3943,44.4517
In3Zr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/In3Zr1_ICSD_59578,0.736574965,139,286.033,2.28495,11.9565,11.495,5.75E-05,0.368563,-29.6822,71.9886,69.2097
Ru8Sc4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ru2Sc1_ICSD_650601,0.065064081,194,280.063,2.70991,35.8223,34.54,4.46E-05,0.373293,-31.2249,149.977,144.608
Al6Hf2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Al3Hf1_ICSD_109214,1.019577354,139,445.946,1.90758,22.094,21.5832,4.11E-05,0.257973,8.37574,102.095,99.7348
Mg4Se8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Mg1Se2_ICSD_642815,0.387975017,205,308.979,2.01111,35.6195,34.2286,6.65E-05,0.348622,-23.1226,53.2752,51.1948
Cu4In1Tb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu4In1Tb1_ICSD_152559,0.503391602,216,291.902,2.28518,18.025,17.2176,6.72E-05,0.364437,-28.3329,87.3059,83.3949
Gd2O8V2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Gd1O4V1_ICSD_152692,0.73053519,141,459.076,1.96157,32.8037,32.1568,3.40E-05,0.250654,11.0931,151.183,148.201
As1U1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/As1U1_ICSD_44079,-0.106914889,221,107.017,2.11524,6.16291,5.9639,5.19E-05,0.618903,-107.648,72.1461,69.8165
B4Mo4Nb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/B2Mo2Nb1_ICSD_614821,1.329363297,127,628.89,1.90261,24.6108,24.3323,2.00E-05,0.18001,39.7237,264.651,261.656
Al1N1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1N1_ICSD_105522,2.028253955,225,1122.12,1.89692,3.26969,3.23191,2.06E-05,0.0755353,102.506,240.452,237.673
Au2Ge2Tb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Au1Ge1Tb1_ICSD_656873,0.506158541,186,239.919,2.26754,18.0715,17.461,5.06E-05,0.412133,-43.7287,86.9102,83.9742
Al1Cr1Cu2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Cr1Cu2_ICSD_57653,0.559626576,225,326.946,2.18396,11.8603,11.3447,6.83E-05,0.335347,-18.6991,92.2944,88.2819
La1Pt5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/La1Pt5_ICSD_104702,0.575118537,191,249.924,2.46847,17.8206,17.4053,3.19E-05,0.399512,-39.6947,167.373,163.472
Li2Ru2Sn8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Li1Ru1Sn4_ICSD_412250,0.367335417,140,295.085,2.37293,35.9704,34.3991,6.31E-05,0.361529,-27.3794,70.9594,67.8597
Dy2Tl2Zn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Dy1Tl1Zn1_ICSD_630365,0.482025596,194,234.093,2.28544,18.3747,17.4937,7.16E-05,0.42016,-46.2817,58.187,55.3971
As2Hg2K2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As1Hg1K1_ICSD_10458,0.017404836,194,179.144,2.33893,19.3069,17.7184,0.00012334,0.495574,-69.8948,26.7173,24.5191
Hg1Li1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hg1Li1_ICSD_104308,0.075857061,221,157.201,2.36595,6.88486,5.93402,0.00021634,0.540998,-83.8869,27.2411,23.479
O3Rb1U1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O3Rb1U1_ICSD_99548,1.007470389,221,391.977,1.98516,14.1076,13.8129,3.55E-05,0.288304,-2.55344,126.845,124.196
Al14Th4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Al7Th2_ICSD_58186,0.52990238,55,356.015,1.99122,51.8293,50.4689,4.46E-05,0.312461,-10.9464,82.7221,80.5508
Al1Ru1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Ru1_ICSD_106247,1.411087453,221,481.068,2.04804,5.39484,5.3012,2.86E-05,0.239767,15.2029,196.418,193.009
Pt3V1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pt3V1_ICSD_105841,0.779728491,221,297.056,2.56987,11.7445,11.4477,3.41E-05,0.35715,-25.9397,197.417,192.429
Mn4Te8Zn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mn2Te4Zn1_ICSD_643810,-0.629424001,227,126.006,2.10479,43.7951,41.6605,7.94E-05,0.580725,-96.033,39.5483,37.6207
Rh4Sb8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Rh1Sb2_ICSD_43501,0.484107568,14,302.028,2.35384,35.3161,34.2956,4.17E-05,0.353535,-24.748,102.029,99.0808
Rh4Si4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Rh1Si1_ICSD_182504,0.803086852,198,444.095,2.29356,22.0503,21.5941,3.05E-05,0.25854,8.16668,218.319,213.802
Ge4La2Rh2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ge2La1Rh1_ICSD_636850,0.494672098,63,282.939,2.20047,23.6383,22.9918,4.22E-05,0.368807,-29.762,100.154,97.4154
Na2Pt4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na1Pt2_ICSD_105162,0.577386086,227,280.014,2.49082,17.9287,17.2687,5.04E-05,0.373061,-31.1493,113.323,109.151
Cl4K2Pd1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cl4K2Pd1_ICSD_23997,0.074549494,123,254.737,2.35156,22.4108,20.3364,0.000139699,0.405226,-41.5242,23.9834,21.7634
Ce4In2Pt4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ce2In1Pt2_ICSD_410293,0.279406837,127,216.962,2.2637,30.0409,29.2577,3.89E-05,0.436598,-51.4821,105.332,102.585
Ba1Ge3Pt1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ba1Ge3Pt1_ICSD_174262,0.49446211,107,255.086,2.35583,15.136,14.4975,6.14E-05,0.39775,-39.1292,71.785,68.7569
Ga2Y2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ga1Y1_ICSD_104030,0.921097308,63,321.971,1.93168,11.6788,11.3525,4.90E-05,0.336871,-19.2095,65.0986,63.2798
Cd4Dy16Rh4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd1Dy4Rh1_ICSD_417047,0.109382783,216,203.048,1.85477,72.3286,70.4264,4.80E-05,0.452548,-56.4962,61.0946,59.4879
Ba1O3Ti1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba1O3Ti1_ICSD_185374,1.22225072,221,578.888,2.1084,12.846,12.5587,3.61E-05,0.198275,31.7989,152.929,149.509
Br6K2Re1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br6K2Re1_ICSD_23770,9.12E-05,225,200.042,2.22035,28.2107,26.4546,9.74E-05,0.462673,-59.6649,28.97,27.1666
Dy2In2Zn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Dy1In1Zn1_ICSD_629871,0.603613071,194,260.979,2.09276,18.0555,17.3665,6.21E-05,0.391422,-37.0948,61.2138,58.8777
Cd3I6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42207,-0.203751163,156,153.041,2.32923,28.742,26.6871,0.000106153,0.534226,-81.8089,24.8558,23.0787
Co1Nb1Sb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co1Nb1Sb1_ICSD_107129,0.999488534,216,333.003,2.06613,8.65387,8.4797,3.31E-05,0.328105,-16.2642,138.237,135.454
Ru8Sn12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ru2Sn3_ICSD_105994,0.342689098,116,313.921,2.37525,58.4575,56.9078,3.79E-05,0.342726,-21.1639,129.543,126.109
Li40Pb12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Li10Pb3_ICSD_30221,-0.385637548,215,236.923,1.8587,169.674,151.821,0.000202203,0.426409,-48.263,20.4331,18.2831
Al4Ba1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Al4Ba1_ICSD_57513,0.697852431,139,343.142,1.99326,14.689,14.0996,6.89E-05,0.323333,-14.6506,48.9814,47.0162
B2Zr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B2Zr1_ICSD_169458,1.946487145,191,898.825,1.83183,6.02803,5.95951,2.10E-05,0.110751,76.086,230.704,228.081
Al1Au2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Al1Au2_ICSD_606020,-0.01683486,139,164.992,2.78459,9.40094,8.87558,6.81E-05,0.511495,-74.8142,107.212,101.22
As16Mg24,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/As2Mg3_ICSD_43990,0.052493867,206,331.993,1.91353,117.691,113.221,6.78E-05,0.331048,-17.2557,46.8641,45.0842
Ir1Mn1Sb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ir1Mn1Sb1_ICSD_44660,0.565866701,216,230.974,2.30694,9.01245,8.74889,4.29E-05,0.421188,-46.608,111.874,108.603
Ga3Hf3Rh3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ga1Hf1Rh1_ICSD_634326,0.551286497,189,279.989,2.07572,26.413,25.888,3.23E-05,0.371326,-30.584,154.67,151.595
B2Hf1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B2Hf1_ICSD_167820,1.878525817,191,699.987,1.80191,7.04718,6.95859,2.35E-05,0.157847,50.0537,246.441,243.343
Ba6Pb10,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ba3Pb5_ICSD_165184,-0.243732933,63,140.972,2.17196,50.4091,47.5207,9.08E-05,0.553446,-87.7006,27.2425,25.6816
Ho6Tl10,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ho3Tl5_ICSD_639785,-0.357022346,63,139.065,2.32632,50.0619,47.5273,7.43E-05,0.555234,-88.2476,50.3242,47.7762
As1Cd1Pt5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/As1Cd1Pt5_ICSD_609975,0.359287053,123,238.03,2.57511,20.968,20.3763,3.71E-05,0.413167,-44.0583,173.201,168.313
P12Ru4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/P3Ru1_ICSD_62420,0.966830423,2,617.163,2.19699,40.0715,39.2495,3.17E-05,0.184366,37.7911,152.924,149.788
Ge4N8Si2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ge2N4Si1_ICSD_183103,1.209590071,227,859.195,2.17153,29.25,28.7351,2.76E-05,0.118573,71.2303,230.939,226.874
C1Ni3Zn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1Ni3Zn1_ICSD_77230,0.475289015,221,352.062,2.33928,14.5689,14.05,5.16E-05,0.316518,-12.3334,175.45,169.2
Al4Ni2Y2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Al2Ni1Y1_ICSD_160930,0.825825822,63,420.901,1.93736,22.4069,21.8351,4.47E-05,0.271804,3.33046,92.8592,90.4893
Os4Te8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Os1Te2_ICSD_24189,0.661041815,205,322.912,2.40748,34.9366,34.0508,3.57E-05,0.336438,-19.0644,119.245,116.221
Ba1O4S1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ba1O4S1_ICSD_23743,0.769130565,216,434.966,2.06817,16.775,16.2763,4.90E-05,0.264285,6.05956,95.6691,92.8244
Ca6Ge26Ir8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ca3Ge13Ir4_ICSD_619308,0.082982732,223,313.949,2.29663,117.81,113.877,4.95E-05,0.343998,-21.5874,100.307,96.9587
Pd4Sn4Y4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Pd1Sn1Y1_ICSD_424012,0.213708964,62,244.037,2.23564,35.984,34.8807,4.65E-05,0.407304,-42.1882,87.4765,84.7944
O4Os2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Os1_ICSD_15070,1.009089542,136,464.095,2.20818,16.336,16.0403,2.77E-05,0.248196,12.0137,270.018,265.13
Ca1Pd1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ca1Pd1_ICSD_58926,0.622986566,221,237.996,2.05432,6.1093,5.82634,7.73E-05,0.416487,-45.1146,50.1815,47.8573
Ir4Nb4Si4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ir1Nb1Si1_ICSD_411882,0.985694064,62,441.955,2.09843,32.8528,32.4057,2.18E-05,0.259048,7.97942,241.79,238.5
Si4Zr2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Si2Zr1_ICSD_16772,1.250690742,63,571.089,2.01293,15.4441,15.1369,3.35E-05,0.201102,30.6117,125.145,122.656
Na6O9S2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na6O9S2_ICSD_411442,0.443313065,225,550.148,2.11095,45.2843,43.5086,6.39E-05,0.210924,26.5579,87.2151,83.7953
Ir1Si3Y1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ir1Si3Y1_ICSD_641038,0.936016331,107,381.095,2.04325,14.1676,13.8754,3.41E-05,0.295138,-4.95252,136.35,133.538
S1Tb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/S1Tb1_ICSD_43604,0.979875566,225,287.025,2.04555,5.89022,5.74125,4.18E-05,0.36545,-28.6646,92.7242,90.3791
Al2Pd5U1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Al2Pd5U1_ICSD_161313,0.416239307,139,273.004,2.25982,23.7762,23.0716,4.51E-05,0.379338,-33.1895,120.956,117.371
Au4Bi2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au2Bi1_ICSD_52284,-0.071516069,227,152.063,2.6183,18.6429,17.7856,6.01E-05,0.530727,-80.734,84.8591,80.9568
C4Cr2Sc2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C2Cr1Sc1_ICSD_80374,1.41447195,194,719.96,1.61219,18.5509,18.2976,2.86E-05,0.152269,52.8064,154.355,152.248
Pd6Si3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Pd2Si1_ICSD_648847,0.309297933,189,303.966,2.46685,26.5146,25.7044,4.21E-05,0.351824,-24.1827,166.157,161.08
Co2Zr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Co1Zr2_ICSD_625671,0.483617247,140,201.976,1.39221,17.8315,17.6024,3.08E-05,0.451167,-56.0634,92.8851,91.6915
Au2Er2Sn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Au1Er1Sn1_ICSD_245759,0.435050831,186,222.09,2.35942,18.2142,17.5391,5.35E-05,0.432201,-50.0947,77.314,74.4484
O4S4Zr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O1S1Zr1_ICSD_31721,0.737707764,198,457.086,1.99064,32.7949,32.1895,3.13E-05,0.251722,10.6942,148.355,145.617
Pa2Sb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Pa1Sb2_ICSD_648339,0.570410997,129,224.031,2.09624,17.9607,17.524,3.92E-05,0.428076,-48.7907,80.2087,78.2586
Te4Y2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Te2Y1_ICSD_653179,0.457480708,129,213.953,1.93451,18.065,17.5666,4.83E-05,0.440096,-52.5843,56.3677,54.8125
Pt4Si4Th2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Pt2Si2Th1_ICSD_649630,0.631321987,129,307.031,2.27564,29.1167,28.5197,3.04E-05,0.348268,-23.0053,163.404,160.054
Rh3Th1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Rh3Th1_ICSD_105949,0.596103148,221,257.977,2.46803,11.9109,11.5805,3.86E-05,0.392298,-37.3771,136.706,132.914
Dy4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Dy1_ICSD_157920,0.757265417,225,180.996,1.50251,12.0581,11.7913,4.96E-05,0.48193,-65.6637,39.921,39.0376
Ce2O4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ce1O2_ICSD_169031,0.827780107,136,398.992,2.05283,16.8666,16.5303,3.28E-05,0.284366,-1.16131,147.409,144.47
C1Ho1Rh3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1Ho1Rh3_ICSD_77033,0.892712198,221,358.986,2.18595,14.2854,13.9996,3.09E-05,0.309964,-10.0894,193.76,189.884
Be6P4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Be3P2_ICSD_187677,1.218049475,224,798.164,1.70943,22.0262,21.5695,4.13E-05,0.132285,63.3062,93.766,91.8217
Os1Ti1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Os1Ti1_ICSD_105572,1.54888179,221,424.014,2.01698,5.51567,5.44552,2.12E-05,0.268761,4.43093,234.83,231.844
In3Pt3Th3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/In1Pt1Th1_ICSD_640313,0.335048488,189,208.949,2.25225,27.003,26.3736,3.50E-05,0.444871,-54.0866,109.273,106.726
Be26Hf2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Hf1_ICSD_150775,1.149785482,226,900.084,1.6114,56.6175,55.5186,4.10E-05,0.11033,76.3553,120.707,118.364
Mg2O2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mg1O1_ICSD_181461,1.023412975,186,585.874,1.90189,10.2924,10.0096,4.94E-05,0.195942,32.7861,110.111,107.085
C2Sn2Ti4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Sn1Ti2_ICSD_161063,1.094160058,194,509.105,1.96155,21.3,20.9085,3.17E-05,0.227212,20.0549,142.807,140.183
Mo6Sb14,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Mo3Sb7_ICSD_16823,0.336513767,229,287.932,2.1937,58.8199,57.3969,3.73E-05,0.364683,-28.4135,104.931,102.393
Ir3Ta1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ir3Ta1_ICSD_104566,1.419212023,221,414.936,2.23907,11.071,10.9366,1.82E-05,0.274042,2.52421,312.77,308.973
Ir8Sn26Yb6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ir4Sn13Yb3_ICSD_641063,-0.379318555,223,189.975,2.38051,122.404,117.746,5.44E-05,0.472043,-62.5882,76.1876,73.2886
Au8In8Sr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au2In2Sr1_ICSD_249563,-0.663182171,62,139.913,2.63876,64.0759,59.4187,9.49E-05,0.557343,-88.8928,48.7177,45.1768
Au4Sb8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Sb2_ICSD_40350,-0.215708015,205,163.015,2.40952,37.0473,35.5051,5.91E-05,0.512226,-75.0396,66.653,63.8783
Al1Os1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Os1_ICSD_58107,1.39472828,221,400.017,2.06432,5.59205,5.50568,2.52E-05,0.283232,-0.758972,230.2,226.645
Ba2Cd1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ba2Cd1_ICSD_30083,0.278995824,139,135.958,1.76028,9.48329,8.91643,0.000116418,0.562829,-90.5702,13.7938,12.9693
Nb4Pd4Si4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Nb1Pd1Si1_ICSD_416177,0.744866968,62,416.094,2.15938,33.4224,32.8065,2.88E-05,0.273913,2.57061,186.517,183.08
Ni2Sn1Ti1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ni2Sn1Ti1_ICSD_105369,0.686359162,225,323.95,2.19686,11.6721,11.3484,4.28E-05,0.336072,-18.9418,140.542,136.644
Cs1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cs1_ICSD_42662,-0.705730022,225,42.9222,1.66203,3.6992,2.99774,0.000443323,0.888885,-189.052,1.55783,1.26243
Co4Dy4Ge4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Co1Dy1Ge1_ICSD_601865,1.018055234,62,355.768,1.51913,34.5345,33.7181,4.35E-05,0.316412,-12.2974,84.6674,82.6659
Au1In2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1In2_ICSD_58489,-0.022085804,225,155.939,2.7716,9.77544,8.89449,0.000113956,0.532752,-81.3563,44.4974,40.4874
He8Ne4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/He2Ne1_ICSD_659143,-1.373040973,194,62.8615,0.00210114,35.9224,35.9206,-3.17E-06,0.748998,-146.973,30.5399,30.5384
Ir1Si3U1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ir1Si3U1_ICSD_641022,0.815571108,107,313.959,2.08834,14.5586,14.2305,3.69E-05,0.343308,-21.3579,127.673,124.796
Ge8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ge1_ICSD_173890,0.505867329,206,314.864,2.22502,23.8991,22.7848,7.21E-05,0.344977,-21.9129,57.3413,54.6678
Ca1Ga2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ca1Ga2_ICSD_58890,0.737104343,191,317.922,2.20365,9.06236,8.54173,8.99E-05,0.34426,-21.6745,43.6387,41.1316
As2Au2Ca2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As1Au1Ca1_ICSD_107915,0.370400199,194,232.919,2.19584,18.2707,17.4977,6.59E-05,0.421157,-46.5983,60.7439,58.174
B2Co2Y1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/B2Co2Y1_ICSD_55298,1.420638853,139,646.024,1.92793,12.2537,12.0395,3.07E-05,0.174685,42.1265,179.705,176.564
Nb6Os2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Nb3Os1_ICSD_105184,0.958081544,223,349.976,1.91552,22.7153,22.4616,1.95E-05,0.314993,-11.8126,219.551,217.099
F5U1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/F5U1_ICSD_200459,0.903974504,87,416.015,1.99835,16.8595,16.4148,4.48E-05,0.274822,2.24376,97.7547,95.1758
Mg1Tb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Mg1Tb1_ICSD_104879,0.822809237,221,223.034,1.73918,6.05186,5.84433,6.70E-05,0.430517,-49.5626,39.4738,38.1202
Co2Ga1Mn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co2Ga1Mn1_ICSD_102438,0.629727558,225,345.936,2.37082,11.7196,11.271,6.17E-05,0.3218,-14.131,96.0408,92.3646
Ba2Te6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ba1Te3_ICSD_36366,0.282227739,113,201.071,2.13829,24.62,23.5024,7.25E-05,0.459315,-58.6153,34.6531,33.08
Br6Ca2In2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Br3Ca1In1_ICSD_54138,-0.284712998,63,162.149,2.12876,32.146,29.6125,0.000129323,0.520262,-77.5156,21.4807,19.7878
